age,job,marital,education,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,management,married,unknown,595,no,no,telephone,28,jan,518,1,-1,0,unknown,no
50,technician,married,secondary,1541,yes,no,unknown,29,may,744,1,-1,0,unknown,no
46,blue-collar,married,unknown,209,no,no,cellular,11,aug,72,2,-1,0,unknown,no
33,management,married,tertiary,149,yes,yes,cellular,22,jul,153,1,-1,0,unknown,no
31,admin.,married,secondary,389,yes,no,cellular,7,dec,69,1,185,2,failure,no
52,management,married,tertiary,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
55,management,married,secondary,0,no,no,unknown,18,jun,324,2,-1,0,unknown,no
28,management,single,tertiary,3285,yes,no,unknown,9,may,98,1,-1,0,unknown,no
39,technician,married,secondary,-709,yes,no,cellular,25,jul,311,6,-1,0,unknown,no
39,admin.,single,secondary,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
45,management,married,secondary,38,yes,no,cellular,19,nov,159,1,188,2,failure,no
48,housemaid,married,primary,380,yes,no,cellular,22,jul,188,5,-1,0,unknown,no
55,management,divorced,tertiary,2037,no,no,cellular,2,nov,209,2,273,1,failure,yes
58,retired,married,secondary,1227,no,no,cellular,2,feb,277,1,-1,0,unknown,no
47,blue-collar,married,secondary,762,yes,no,unknown,29,may,56,3,-1,0,unknown,no
58,blue-collar,single,primary,26,yes,no,cellular,12,may,600,4,-1,0,unknown,no
53,housemaid,divorced,primary,2253,yes,no,cellular,24,jul,135,1,-1,0,unknown,no
33,blue-collar,married,primary,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
32,blue-collar,married,secondary,335,yes,no,cellular,13,may,240,3,370,1,failure,no
45,blue-collar,married,primary,13117,no,no,unknown,11,jun,42,2,-1,0,unknown,no
30,services,single,secondary,-114,yes,no,cellular,21,jul,396,2,-1,0,unknown,no
33,management,single,tertiary,-149,yes,no,cellular,14,may,111,1,296,3,failure,no
73,retired,divorced,secondary,7111,yes,no,cellular,12,apr,284,1,182,1,success,no
23,student,single,secondary,556,yes,no,cellular,15,may,170,2,-1,0,unknown,no
40,technician,married,secondary,214,no,no,cellular,25,aug,59,6,-1,0,unknown,no
35,admin.,married,tertiary,957,yes,no,cellular,26,mar,263,4,667,4,failure,no
35,services,married,secondary,1453,yes,no,unknown,28,may,199,1,-1,0,unknown,no
27,blue-collar,married,secondary,2171,yes,no,cellular,16,apr,130,1,323,1,other,no
58,admin.,married,secondary,855,no,no,cellular,14,aug,81,2,-1,0,unknown,no
45,admin.,divorced,secondary,479,no,no,cellular,2,feb,83,2,-1,0,unknown,no
38,technician,married,tertiary,34,no,yes,cellular,3,jun,88,1,-1,0,unknown,no
32,blue-collar,married,primary,5511,no,no,cellular,16,apr,408,2,231,16,other,no
56,admin.,married,secondary,1671,no,no,cellular,28,may,158,2,-1,0,unknown,no
46,entrepreneur,divorced,secondary,-563,no,yes,cellular,15,jul,769,4,-1,0,unknown,yes
51,management,single,tertiary,2523,yes,no,cellular,16,apr,150,1,-1,0,unknown,no
42,blue-collar,married,secondary,671,yes,no,unknown,20,jun,10,29,-1,0,unknown,no
32,student,single,secondary,0,no,no,cellular,21,nov,206,1,-1,0,unknown,no
45,technician,divorced,secondary,159,yes,no,unknown,26,may,66,3,-1,0,unknown,no
38,technician,single,tertiary,1314,yes,yes,cellular,16,jul,378,2,-1,0,unknown,no
52,blue-collar,married,secondary,409,no,no,cellular,8,aug,137,2,-1,0,unknown,no
39,management,married,tertiary,613,no,no,cellular,26,may,211,2,391,2,success,no
22,student,single,secondary,466,yes,no,cellular,20,apr,269,1,-1,0,unknown,no
37,technician,married,secondary,180,no,no,cellular,8,aug,215,2,-1,0,unknown,no
39,management,married,tertiary,1191,no,no,unknown,17,jun,139,1,-1,0,unknown,no
30,management,married,secondary,1439,yes,no,cellular,18,nov,373,1,-1,0,unknown,no
59,unemployed,single,secondary,865,no,no,cellular,4,feb,1086,1,-1,0,unknown,no
42,management,single,tertiary,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
36,entrepreneur,married,tertiary,-502,yes,no,cellular,20,apr,22,4,-1,0,unknown,no
33,management,married,tertiary,1808,no,no,cellular,28,dec,250,3,-1,0,unknown,yes
42,management,single,tertiary,100,no,no,cellular,7,aug,64,2,-1,0,unknown,no
60,retired,married,secondary,1210,no,no,cellular,11,aug,231,2,-1,0,unknown,no
44,unemployed,married,tertiary,178,no,no,cellular,8,aug,126,2,-1,0,unknown,no
55,management,single,tertiary,797,no,no,cellular,29,jul,24,2,-1,0,unknown,no
48,management,married,primary,1513,no,no,cellular,29,jan,166,2,-1,0,unknown,no
44,blue-collar,married,primary,-298,yes,no,cellular,6,may,296,1,-1,0,unknown,no
30,student,single,secondary,3096,no,no,cellular,2,aug,226,3,188,1,failure,no
38,blue-collar,married,secondary,49,yes,no,unknown,9,may,408,2,-1,0,unknown,no
49,housemaid,married,primary,0,no,no,telephone,16,jul,46,8,-1,0,unknown,no
33,management,divorced,tertiary,-255,yes,yes,cellular,11,may,82,9,306,1,other,no
29,self-employed,married,secondary,542,no,no,unknown,28,may,104,3,-1,0,unknown,no
51,entrepreneur,married,tertiary,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
48,blue-collar,married,secondary,292,no,no,cellular,30,apr,271,1,79,1,success,yes
25,unemployed,single,primary,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
34,technician,married,secondary,0,no,no,cellular,28,aug,183,10,-1,0,unknown,no
44,blue-collar,single,secondary,0,no,no,cellular,20,apr,133,1,-1,0,unknown,yes
35,blue-collar,divorced,primary,0,no,no,unknown,12,jun,200,1,-1,0,unknown,no
40,services,married,secondary,1293,yes,no,cellular,13,apr,128,3,-1,0,unknown,no
37,blue-collar,single,secondary,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
33,management,married,tertiary,6174,no,no,cellular,28,aug,19,14,-1,0,unknown,no
47,management,married,tertiary,186,no,no,cellular,20,nov,70,2,-1,0,unknown,no
35,blue-collar,married,secondary,-659,yes,yes,unknown,28,may,30,2,-1,0,unknown,no
41,blue-collar,married,primary,865,no,yes,unknown,19,may,19,5,-1,0,unknown,no
49,blue-collar,married,primary,23,yes,no,unknown,23,may,247,1,-1,0,unknown,no
31,blue-collar,married,secondary,1117,yes,no,unknown,28,may,340,3,-1,0,unknown,no
52,housemaid,married,secondary,-12,no,yes,cellular,28,jul,136,5,-1,0,unknown,no
30,blue-collar,married,secondary,2080,yes,no,unknown,23,may,466,2,-1,0,unknown,no
57,admin.,married,secondary,1509,yes,no,cellular,18,nov,509,1,-1,0,unknown,no
41,management,married,tertiary,8553,yes,no,cellular,12,aug,304,12,-1,0,unknown,no
38,blue-collar,married,primary,476,yes,no,unknown,28,may,212,4,-1,0,unknown,no
51,blue-collar,single,secondary,708,yes,no,telephone,14,may,391,1,364,1,failure,no
37,blue-collar,married,primary,403,yes,no,cellular,8,may,318,2,338,1,success,no
34,blue-collar,married,secondary,-304,yes,yes,unknown,2,jun,178,4,-1,0,unknown,no
48,technician,married,secondary,0,yes,yes,unknown,2,jul,44,2,-1,0,unknown,no
30,management,single,tertiary,572,no,no,cellular,17,jun,339,3,183,2,success,yes
44,self-employed,married,tertiary,11757,no,no,cellular,7,may,152,2,-1,0,unknown,no
30,technician,married,secondary,173,yes,no,unknown,2,jun,184,3,-1,0,unknown,no
26,blue-collar,married,secondary,557,yes,yes,unknown,27,may,282,2,-1,0,unknown,no
26,services,single,secondary,209,yes,no,cellular,22,jul,319,2,-1,0,unknown,no
36,technician,married,tertiary,3043,yes,no,cellular,9,jul,254,1,-1,0,unknown,no
32,management,single,tertiary,586,yes,no,cellular,19,nov,158,4,-1,0,unknown,no
49,technician,married,tertiary,0,yes,no,cellular,21,nov,218,1,-1,0,unknown,no
31,management,single,tertiary,115,no,no,cellular,17,mar,187,1,-1,0,unknown,yes
28,blue-collar,married,secondary,751,yes,no,cellular,22,jul,598,5,-1,0,unknown,yes
49,admin.,divorced,secondary,124,yes,yes,cellular,29,jul,125,19,-1,0,unknown,no
42,blue-collar,married,primary,-404,yes,yes,cellular,10,jul,562,1,-1,0,unknown,no
43,blue-collar,married,secondary,-179,yes,no,cellular,30,jul,335,6,-1,0,unknown,no
23,blue-collar,married,secondary,0,yes,no,cellular,14,may,223,1,-1,0,unknown,no
33,blue-collar,married,secondary,1786,no,no,cellular,10,jul,209,1,-1,0,unknown,no
27,blue-collar,single,secondary,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
42,admin.,divorced,secondary,146,yes,no,unknown,14,may,148,2,-1,0,unknown,no
52,management,married,secondary,335,no,no,cellular,21,oct,411,1,182,1,failure,yes
58,blue-collar,divorced,secondary,644,no,yes,cellular,17,nov,220,4,109,4,failure,no
51,blue-collar,married,primary,19,no,no,cellular,26,aug,26,10,-1,0,unknown,no
49,management,married,tertiary,5613,no,no,cellular,20,jul,258,3,-1,0,unknown,no
34,management,single,tertiary,436,no,no,cellular,26,aug,312,2,-1,0,unknown,no
48,blue-collar,divorced,primary,19,no,yes,unknown,4,jul,327,1,-1,0,unknown,no
44,entrepreneur,married,secondary,1442,no,no,cellular,18,nov,280,2,-1,0,unknown,no
30,management,single,tertiary,2708,no,no,cellular,19,nov,479,1,-1,0,unknown,no
51,blue-collar,married,secondary,1840,yes,no,cellular,18,aug,312,3,-1,0,unknown,no
28,blue-collar,single,secondary,7,yes,yes,unknown,9,may,125,3,-1,0,unknown,no
47,admin.,married,secondary,-185,yes,no,cellular,18,jul,84,2,-1,0,unknown,no
60,services,married,secondary,594,yes,no,cellular,3,feb,35,7,265,5,other,no
36,blue-collar,married,primary,4608,yes,no,cellular,14,may,284,7,-1,0,unknown,no
35,entrepreneur,single,tertiary,3302,yes,yes,cellular,18,may,207,3,-1,0,unknown,no
46,blue-collar,married,secondary,836,no,no,cellular,27,aug,199,4,-1,0,unknown,no
26,blue-collar,single,tertiary,644,no,no,cellular,2,dec,346,1,-1,0,unknown,yes
42,management,married,secondary,2580,yes,no,unknown,16,jun,154,3,-1,0,unknown,no
54,self-employed,married,primary,277,yes,no,cellular,19,nov,300,5,170,3,failure,no
32,services,married,secondary,144,yes,no,unknown,19,may,260,11,-1,0,unknown,no
35,blue-collar,married,primary,77,yes,no,unknown,26,may,282,3,-1,0,unknown,no
37,technician,married,secondary,1762,no,no,cellular,16,apr,334,2,-1,0,unknown,yes
29,admin.,single,tertiary,514,no,no,cellular,2,feb,270,1,-1,0,unknown,no
29,technician,single,secondary,28,yes,no,cellular,18,jul,203,1,-1,0,unknown,no
27,admin.,single,secondary,292,yes,no,cellular,12,may,53,9,362,8,other,no
42,services,married,secondary,174,yes,no,cellular,11,may,67,1,-1,0,unknown,no
37,management,married,tertiary,561,no,no,cellular,4,aug,204,2,-1,0,unknown,no
58,management,married,tertiary,136,yes,no,cellular,8,jul,199,1,-1,0,unknown,no
54,technician,single,secondary,2237,no,no,cellular,21,nov,149,5,-1,0,unknown,no
37,blue-collar,married,primary,2120,yes,no,cellular,21,nov,150,4,-1,0,unknown,no
54,management,married,tertiary,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
49,services,married,secondary,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
57,technician,married,secondary,7766,yes,no,cellular,21,nov,220,1,-1,0,unknown,no
37,blue-collar,single,secondary,243,no,no,cellular,27,aug,167,10,-1,0,unknown,no
57,management,married,tertiary,375,no,no,cellular,21,oct,135,1,-1,0,unknown,yes
51,technician,married,secondary,4924,yes,no,unknown,30,may,448,1,-1,0,unknown,no
26,management,single,tertiary,3704,no,no,cellular,19,aug,238,4,-1,0,unknown,yes
39,admin.,married,secondary,260,yes,no,cellular,17,apr,146,1,281,1,failure,no
43,blue-collar,married,secondary,14646,no,no,cellular,23,oct,210,1,-1,0,unknown,yes
32,management,single,secondary,160,yes,no,unknown,14,may,48,1,-1,0,unknown,no
32,blue-collar,married,secondary,129,yes,no,cellular,29,jul,119,7,-1,0,unknown,no
57,services,single,secondary,0,no,no,cellular,6,aug,355,1,-1,0,unknown,yes
31,admin.,single,secondary,1306,yes,no,unknown,28,may,217,5,-1,0,unknown,no
31,management,married,tertiary,5238,yes,yes,cellular,19,nov,156,2,-1,0,unknown,no
46,blue-collar,married,secondary,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
40,management,married,secondary,752,no,yes,cellular,21,nov,456,1,157,1,failure,no
22,blue-collar,single,secondary,0,yes,no,unknown,19,may,123,1,-1,0,unknown,no
23,blue-collar,single,secondary,1105,yes,no,cellular,14,may,377,1,-1,0,unknown,no
28,blue-collar,divorced,primary,319,yes,no,cellular,21,jul,120,2,-1,0,unknown,no
50,housemaid,married,secondary,34,yes,no,unknown,5,jun,163,1,-1,0,unknown,no
35,services,married,secondary,1385,yes,no,cellular,29,jan,331,1,-1,0,unknown,no
38,unemployed,single,secondary,804,no,no,cellular,1,jun,1087,1,-1,0,unknown,yes
49,services,divorced,secondary,470,yes,no,unknown,9,may,659,2,-1,0,unknown,no
43,blue-collar,married,primary,517,yes,no,cellular,20,apr,138,2,263,7,failure,no
33,technician,single,secondary,77,yes,yes,unknown,2,jun,354,1,-1,0,unknown,no
32,technician,single,secondary,-28,no,yes,unknown,4,jul,400,1,-1,0,unknown,no
35,blue-collar,single,secondary,-41,yes,no,unknown,2,jun,169,1,-1,0,unknown,no
38,services,divorced,secondary,61,no,no,unknown,5,jun,636,1,-1,0,unknown,yes
44,technician,married,secondary,5597,no,no,unknown,20,jun,27,3,-1,0,unknown,no
26,student,single,secondary,100,no,no,cellular,26,may,445,1,-1,0,unknown,yes
37,self-employed,single,tertiary,984,no,no,unknown,6,jun,334,1,-1,0,unknown,no
52,blue-collar,married,secondary,7119,no,yes,telephone,20,nov,871,3,-1,0,unknown,yes
31,technician,married,secondary,0,no,yes,cellular,15,jul,624,6,-1,0,unknown,no
34,management,single,tertiary,26575,no,no,cellular,18,nov,93,1,-1,0,unknown,no
45,blue-collar,married,primary,412,yes,no,telephone,4,feb,45,5,265,13,failure,no
32,technician,single,tertiary,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
52,admin.,divorced,secondary,363,yes,no,cellular,21,aug,168,1,462,1,success,yes
30,blue-collar,married,secondary,-109,yes,yes,cellular,7,may,160,4,-1,0,unknown,no
34,blue-collar,married,secondary,1089,yes,no,cellular,13,may,394,3,-1,0,unknown,yes
39,blue-collar,married,secondary,62,yes,no,cellular,7,may,877,3,-1,0,unknown,yes
45,management,married,tertiary,-192,yes,no,cellular,6,may,138,3,-1,0,unknown,no
26,admin.,single,secondary,125,no,no,cellular,6,oct,63,1,63,7,failure,no
56,entrepreneur,divorced,secondary,179,no,no,cellular,14,aug,47,2,-1,0,unknown,no
36,services,married,secondary,2984,yes,no,unknown,2,jun,394,1,-1,0,unknown,yes
54,management,divorced,tertiary,-125,no,yes,cellular,8,aug,107,2,-1,0,unknown,no
62,retired,married,secondary,13,no,no,telephone,28,aug,36,1,-1,0,unknown,no
42,technician,married,secondary,0,no,no,cellular,30,jul,351,2,-1,0,unknown,no
58,blue-collar,married,primary,76,yes,no,unknown,5,may,156,2,-1,0,unknown,no
46,blue-collar,married,secondary,2121,yes,no,unknown,14,may,160,1,-1,0,unknown,no
38,unemployed,married,secondary,-673,yes,no,unknown,26,may,364,1,-1,0,unknown,no
59,blue-collar,married,secondary,135,yes,no,cellular,6,apr,197,1,-1,0,unknown,no
47,blue-collar,married,primary,85,no,no,cellular,25,aug,454,4,-1,0,unknown,no
49,technician,divorced,tertiary,874,yes,no,unknown,16,may,152,2,-1,0,unknown,no
45,blue-collar,married,secondary,603,no,no,cellular,22,may,204,1,-1,0,unknown,no
40,blue-collar,married,secondary,252,yes,yes,cellular,9,jul,140,3,-1,0,unknown,no
46,management,single,tertiary,2223,no,no,unknown,12,jun,67,3,-1,0,unknown,no
49,management,single,tertiary,1556,yes,no,cellular,28,jul,674,3,-1,0,unknown,no
41,blue-collar,married,unknown,402,yes,no,cellular,4,feb,604,1,204,2,failure,no
44,self-employed,married,tertiary,134,no,no,cellular,28,aug,86,4,-1,0,unknown,no
40,admin.,married,primary,0,yes,no,unknown,17,jun,77,1,-1,0,unknown,no
37,housemaid,married,primary,577,no,no,cellular,14,jul,76,2,-1,0,unknown,no
33,admin.,married,secondary,-167,yes,no,unknown,26,may,121,1,-1,0,unknown,no
41,technician,married,secondary,-1,no,yes,cellular,19,aug,406,2,-1,0,unknown,no
42,admin.,single,secondary,1022,yes,no,unknown,5,may,146,2,-1,0,unknown,no
29,technician,single,secondary,3851,no,no,cellular,2,nov,59,2,-1,0,unknown,no
48,services,married,secondary,533,no,no,unknown,9,jun,63,1,-1,0,unknown,no
42,blue-collar,married,secondary,54,yes,no,unknown,28,may,268,1,-1,0,unknown,no
39,housemaid,married,primary,15352,no,no,unknown,16,jun,99,1,-1,0,unknown,no
28,management,single,tertiary,5474,no,no,cellular,4,feb,181,4,191,5,success,no
45,blue-collar,married,secondary,0,yes,no,unknown,26,may,112,2,-1,0,unknown,no
38,blue-collar,married,primary,481,yes,no,telephone,12,may,114,5,-1,0,unknown,no
42,technician,single,tertiary,-380,yes,no,cellular,6,may,413,1,294,1,other,no
35,technician,single,secondary,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no
49,services,married,secondary,-249,no,no,cellular,29,jul,234,5,-1,0,unknown,no
57,housemaid,married,primary,571,no,no,cellular,26,mar,181,2,-1,0,unknown,no
34,management,single,tertiary,308,yes,no,cellular,4,may,79,4,269,4,failure,no
34,management,married,tertiary,-123,yes,no,cellular,14,jul,64,3,-1,0,unknown,no
29,unemployed,single,primary,1027,no,no,cellular,28,jan,451,3,-1,0,unknown,no
84,retired,married,primary,1791,no,no,telephone,30,oct,62,3,-1,0,unknown,no
58,retired,married,primary,565,no,no,telephone,8,oct,153,1,93,1,success,yes
37,technician,married,secondary,1109,yes,no,cellular,12,may,62,1,354,5,failure,no
44,unemployed,divorced,secondary,2108,yes,no,cellular,13,may,152,2,369,1,other,no
34,management,married,secondary,-311,yes,no,unknown,27,may,305,2,-1,0,unknown,no
46,management,married,secondary,0,no,no,unknown,12,jun,155,1,-1,0,unknown,no
36,technician,divorced,secondary,2823,yes,no,cellular,8,jun,215,1,371,6,failure,yes
29,housemaid,single,secondary,4537,yes,no,telephone,5,may,29,1,-1,0,unknown,no
40,blue-collar,married,primary,1841,yes,no,cellular,15,may,880,4,-1,0,unknown,yes
59,management,married,tertiary,20798,yes,no,cellular,21,nov,9,7,-1,0,unknown,no
30,student,single,secondary,948,yes,no,cellular,11,may,150,1,370,2,failure,no
50,management,married,tertiary,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no
42,technician,married,secondary,1812,yes,no,cellular,31,jul,84,2,-1,0,unknown,no
89,retired,married,primary,0,no,no,telephone,27,sep,157,5,-1,0,unknown,no
46,entrepreneur,married,secondary,404,yes,no,telephone,12,may,1388,7,347,2,failure,no
41,blue-collar,married,primary,449,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
51,unemployed,married,secondary,760,yes,no,unknown,14,may,411,1,-1,0,unknown,no
36,blue-collar,married,primary,8135,yes,no,unknown,20,may,522,1,-1,0,unknown,no
27,technician,single,secondary,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,no
54,management,divorced,tertiary,205,no,no,cellular,21,aug,182,6,-1,0,unknown,no
43,management,married,tertiary,182,no,no,cellular,28,jan,152,1,-1,0,unknown,no
44,technician,divorced,secondary,2340,no,no,cellular,29,jul,637,3,-1,0,unknown,no
33,services,married,secondary,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
33,management,single,tertiary,576,no,no,cellular,2,nov,144,1,-1,0,unknown,no
50,blue-collar,married,primary,3764,no,no,telephone,2,jun,108,4,-1,0,unknown,no
32,blue-collar,married,secondary,931,yes,no,unknown,3,jun,409,1,-1,0,unknown,no
46,technician,single,tertiary,568,no,no,telephone,28,aug,51,4,-1,0,unknown,no
41,technician,married,secondary,112,yes,no,cellular,9,jul,158,1,-1,0,unknown,no
